#    L    TT             EE             BB             TE          
  4535    0.14139E+01    0.34309E-01    0.60916E-02   -0.46445E-01
  4536    0.14119E+01    0.34246E-01    0.60885E-02   -0.46363E-01
  4537    0.14100E+01    0.34184E-01    0.60854E-02   -0.46283E-01
  4538    0.14080E+01    0.34120E-01    0.60823E-02   -0.46202E-01
  4539    0.14061E+01    0.34057E-01    0.60793E-02   -0.46121E-01
  4540    0.14042E+01    0.33993E-01    0.60762E-02   -0.46040E-01
  4541    0.14023E+01    0.33930E-01    0.60731E-02   -0.45957E-01
  4542    0.14004E+01    0.33868E-01    0.60701E-02   -0.45876E-01
  4543    0.13985E+01    0.33804E-01    0.60670E-02   -0.45794E-01
  4544    0.13966E+01    0.33741E-01    0.60639E-02   -0.45713E-01
  4545    0.13948E+01    0.33678E-01    0.60609E-02   -0.45630E-01
  4546    0.13929E+01    0.33616E-01    0.60578E-02   -0.45548E-01
  4547    0.13911E+01    0.33554E-01    0.60547E-02   -0.45466E-01
  4548    0.13893E+01    0.33491E-01    0.60517E-02   -0.45383E-01
  4549    0.13875E+01    0.33429E-01    0.60486E-02   -0.45301E-01
  4550    0.13858E+01    0.33366E-01    0.60456E-02   -0.45218E-01
  4551    0.13840E+01    0.33303E-01    0.60425E-02   -0.45134E-01
  4552    0.13823E+01    0.33242E-01    0.60394E-02   -0.45050E-01
  4553    0.13805E+01    0.33180E-01    0.60364E-02   -0.44967E-01
  4554    0.13788E+01    0.33117E-01    0.60333E-02   -0.44884E-01
  4555    0.13771E+01    0.33055E-01    0.60303E-02   -0.44800E-01
  4556    0.13754E+01    0.32993E-01    0.60272E-02   -0.44716E-01
  4557    0.13737E+01    0.32931E-01    0.60242E-02   -0.44632E-01
  4558    0.13720E+01    0.32870E-01    0.60211E-02   -0.44548E-01
  4559    0.13703E+01    0.32808E-01    0.60181E-02   -0.44463E-01
  4560    0.13686E+01    0.32747E-01    0.60151E-02   -0.44379E-01
  4561    0.13669E+01    0.32686E-01    0.60120E-02   -0.44294E-01
  4562    0.13652E+01    0.32624E-01    0.60090E-02   -0.44209E-01
  4563    0.13635E+01    0.32562E-01    0.60060E-02   -0.44125E-01
  4564    0.13618E+01    0.32502E-01    0.60029E-02   -0.44040E-01
  4565    0.13601E+01    0.32440E-01    0.59999E-02   -0.43955E-01
  4566    0.13584E+01    0.32381E-01    0.59969E-02   -0.43869E-01
  4567    0.13566E+01    0.32318E-01    0.59939E-02   -0.43785E-01
  4568    0.13549E+01    0.32258E-01    0.59909E-02   -0.43699E-01
  4569    0.13532E+01    0.32197E-01    0.59879E-02   -0.43614E-01
  4570    0.13514E+01    0.32137E-01    0.59848E-02   -0.43529E-01
  4571    0.13497E+01    0.32076E-01    0.59818E-02   -0.43444E-01
  4572    0.13479E+01    0.32015E-01    0.59788E-02   -0.43358E-01
  4573    0.13462E+01    0.31956E-01    0.59758E-02   -0.43273E-01
  4574    0.13444E+01    0.31896E-01    0.59729E-02   -0.43188E-01
  4575    0.13426E+01    0.31835E-01    0.59699E-02   -0.43102E-01
  4576    0.13408E+01    0.31776E-01    0.59669E-02   -0.43016E-01
  4577    0.13390E+01    0.31716E-01    0.59639E-02   -0.42931E-01
  4578    0.13372E+01    0.31657E-01    0.59609E-02   -0.42845E-01
  4579    0.13353E+01    0.31597E-01    0.59580E-02   -0.42759E-01
  4580    0.13335E+01    0.31537E-01    0.59550E-02   -0.42674E-01
  4581    0.13316E+01    0.31479E-01    0.59520E-02   -0.42589E-01
  4582    0.13298E+01    0.31420E-01    0.59491E-02   -0.42502E-01
  4583    0.13279E+01    0.31361E-01    0.59461E-02   -0.42416E-01
  4584    0.13260E+01    0.31302E-01    0.59432E-02   -0.42331E-01
  4585    0.13242E+01    0.31244E-01    0.59402E-02   -0.42245E-01
  4586    0.13223E+01    0.31186E-01    0.59373E-02   -0.42159E-01
  4587    0.13204E+01    0.31127E-01    0.59343E-02   -0.42074E-01
  4588    0.13185E+01    0.31068E-01    0.59314E-02   -0.41989E-01
  4589    0.13166E+01    0.31011E-01    0.59285E-02   -0.41902E-01
  4590    0.13147E+01    0.30953E-01    0.59255E-02   -0.41816E-01
  4591    0.13128E+01    0.30895E-01    0.59226E-02   -0.41731E-01
  4592    0.13109E+01    0.30837E-01    0.59197E-02   -0.41645E-01
  4593    0.13090E+01    0.30780E-01    0.59167E-02   -0.41559E-01
  4594    0.13071E+01    0.30722E-01    0.59138E-02   -0.41472E-01
  4595    0.13053E+01    0.30664E-01    0.59109E-02   -0.41387E-01
  4596    0.13034E+01    0.30608E-01    0.59080E-02   -0.41302E-01
  4597    0.13015E+01    0.30550E-01    0.59051E-02   -0.41214E-01
  4598    0.12997E+01    0.30493E-01    0.59021E-02   -0.41129E-01
  4599    0.12978E+01    0.30437E-01    0.58992E-02   -0.41042E-01
  4600    0.12960E+01    0.30381E-01    0.58963E-02   -0.40956E-01
  4601    0.12942E+01    0.30323E-01    0.58934E-02   -0.40870E-01
  4602    0.12924E+01    0.30267E-01    0.58905E-02   -0.40783E-01
  4603    0.12906E+01    0.30211E-01    0.58876E-02   -0.40697E-01
  4604    0.12888E+01    0.30155E-01    0.58847E-02   -0.40609E-01
  4605    0.12870E+01    0.30099E-01    0.58818E-02   -0.40523E-01
  4606    0.12852E+01    0.30043E-01    0.58788E-02   -0.40439E-01
  4607    0.12835E+01    0.29987E-01    0.58759E-02   -0.40350E-01
  4608    0.12818E+01    0.29931E-01    0.58730E-02   -0.40264E-01
  4609    0.12801E+01    0.29877E-01    0.58701E-02   -0.40177E-01
  4610    0.12784E+01    0.29820E-01    0.58672E-02   -0.40091E-01
  4611    0.12767E+01    0.29766E-01    0.58643E-02   -0.40003E-01
  4612    0.12750E+01    0.29711E-01    0.58614E-02   -0.39917E-01
  4613    0.12734E+01    0.29656E-01    0.58585E-02   -0.39830E-01
  4614    0.12717E+01    0.29601E-01    0.58556E-02   -0.39744E-01
  4615    0.12701E+01    0.29546E-01    0.58527E-02   -0.39657E-01
  4616    0.12685E+01    0.29492E-01    0.58498E-02   -0.39570E-01
  4617    0.12669E+01    0.29438E-01    0.58469E-02   -0.39483E-01
  4618    0.12653E+01    0.29384E-01    0.58440E-02   -0.39397E-01
  4619    0.12637E+01    0.29331E-01    0.58411E-02   -0.39311E-01
  4620    0.12621E+01    0.29277E-01    0.58382E-02   -0.39223E-01
  4621    0.12605E+01    0.29223E-01    0.58353E-02   -0.39137E-01
  4622    0.12590E+01    0.29170E-01    0.58325E-02   -0.39052E-01
  4623    0.12574E+01    0.29116E-01    0.58296E-02   -0.38965E-01
  4624    0.12559E+01    0.29063E-01    0.58267E-02   -0.38878E-01
  4625    0.12543E+01    0.29010E-01    0.58238E-02   -0.38793E-01
  4626    0.12527E+01    0.28957E-01    0.58209E-02   -0.38707E-01
  4627    0.12512E+01    0.28904E-01    0.58180E-02   -0.38620E-01
  4628    0.12496E+01    0.28851E-01    0.58152E-02   -0.38535E-01
  4629    0.12481E+01    0.28798E-01    0.58123E-02   -0.38449E-01
  4630    0.12465E+01    0.28747E-01    0.58094E-02   -0.38364E-01
  4631    0.12450E+01    0.28695E-01    0.58066E-02   -0.38279E-01
  4632    0.12434E+01    0.28643E-01    0.58037E-02   -0.38193E-01
  4633    0.12418E+01    0.28591E-01    0.58008E-02   -0.38108E-01
  4634    0.12402E+01    0.28540E-01    0.57980E-02   -0.38025E-01
  4635    0.12386E+01    0.28489E-01    0.57951E-02   -0.37939E-01
  4636    0.12371E+01    0.28437E-01    0.57923E-02   -0.37855E-01
  4637    0.12355E+01    0.28386E-01    0.57894E-02   -0.37771E-01
  4638    0.12338E+01    0.28336E-01    0.57866E-02   -0.37687E-01
  4639    0.12322E+01    0.28284E-01    0.57837E-02   -0.37604E-01
  4640    0.12306E+01    0.28233E-01    0.57809E-02   -0.37520E-01
  4641    0.12289E+01    0.28183E-01    0.57781E-02   -0.37438E-01
  4642    0.12273E+01    0.28132E-01    0.57752E-02   -0.37355E-01
  4643    0.12256E+01    0.28083E-01    0.57724E-02   -0.37271E-01
  4644    0.12240E+01    0.28033E-01    0.57696E-02   -0.37188E-01
  4645    0.12223E+01    0.27983E-01    0.57668E-02   -0.37106E-01
  4646    0.12206E+01    0.27934E-01    0.57640E-02   -0.37024E-01
  4647    0.12189E+01    0.27884E-01    0.57612E-02   -0.36943E-01
  4648    0.12172E+01    0.27835E-01    0.57584E-02   -0.36861E-01
  4649    0.12155E+01    0.27786E-01    0.57556E-02   -0.36779E-01
  4650    0.12137E+01    0.27737E-01    0.57528E-02   -0.36698E-01
  4651    0.12120E+01    0.27689E-01    0.57500E-02   -0.36617E-01
  4652    0.12103E+01    0.27639E-01    0.57472E-02   -0.36536E-01
  4653    0.12086E+01    0.27592E-01    0.57444E-02   -0.36456E-01
  4654    0.12068E+01    0.27543E-01    0.57416E-02   -0.36375E-01
  4655    0.12051E+01    0.27495E-01    0.57388E-02   -0.36295E-01
  4656    0.12033E+01    0.27447E-01    0.57360E-02   -0.36216E-01
  4657    0.12016E+01    0.27399E-01    0.57332E-02   -0.36137E-01
  4658    0.11999E+01    0.27351E-01    0.57305E-02   -0.36058E-01
  4659    0.11982E+01    0.27304E-01    0.57277E-02   -0.35978E-01
  4660    0.11964E+01    0.27256E-01    0.57249E-02   -0.35900E-01
  4661    0.11947E+01    0.27209E-01    0.57221E-02   -0.35822E-01
  4662    0.11930E+01    0.27162E-01    0.57194E-02   -0.35744E-01
  4663    0.11913E+01    0.27116E-01    0.57166E-02   -0.35666E-01
  4664    0.11896E+01    0.27068E-01    0.57138E-02   -0.35588E-01
  4665    0.11879E+01    0.27022E-01    0.57111E-02   -0.35511E-01
  4666    0.11862E+01    0.26975E-01    0.57083E-02   -0.35434E-01
  4667    0.11846E+01    0.26929E-01    0.57055E-02   -0.35357E-01
  4668    0.11829E+01    0.26883E-01    0.57028E-02   -0.35281E-01
  4669    0.11813E+01    0.26837E-01    0.57000E-02   -0.35204E-01
  4670    0.11797E+01    0.26791E-01    0.56973E-02   -0.35127E-01
  4671    0.11780E+01    0.26745E-01    0.56945E-02   -0.35052E-01
  4672    0.11764E+01    0.26700E-01    0.56917E-02   -0.34976E-01
  4673    0.11749E+01    0.26654E-01    0.56890E-02   -0.34900E-01
  4674    0.11733E+01    0.26609E-01    0.56862E-02   -0.34825E-01
  4675    0.11717E+01    0.26564E-01    0.56835E-02   -0.34750E-01
  4676    0.11702E+01    0.26518E-01    0.56807E-02   -0.34675E-01
  4677    0.11686E+01    0.26474E-01    0.56780E-02   -0.34601E-01
  4678    0.11671E+01    0.26429E-01    0.56752E-02   -0.34526E-01
  4679    0.11656E+01    0.26384E-01    0.56724E-02   -0.34453E-01
  4680    0.11641E+01    0.26340E-01    0.56697E-02   -0.34379E-01
  4681    0.11626E+01    0.26296E-01    0.56669E-02   -0.34305E-01
  4682    0.11612E+01    0.26251E-01    0.56642E-02   -0.34232E-01
  4683    0.11597E+01    0.26207E-01    0.56614E-02   -0.34160E-01
  4684    0.11583E+01    0.26164E-01    0.56587E-02   -0.34087E-01
  4685    0.11568E+01    0.26120E-01    0.56560E-02   -0.34014E-01
  4686    0.11554E+01    0.26076E-01    0.56532E-02   -0.33943E-01
  4687    0.11540E+01    0.26033E-01    0.56505E-02   -0.33871E-01
  4688    0.11526E+01    0.25989E-01    0.56477E-02   -0.33800E-01
  4689    0.11511E+01    0.25946E-01    0.56450E-02   -0.33730E-01
  4690    0.11497E+01    0.25903E-01    0.56423E-02   -0.33659E-01
  4691    0.11483E+01    0.25860E-01    0.56395E-02   -0.33588E-01
  4692    0.11469E+01    0.25816E-01    0.56368E-02   -0.33518E-01
  4693    0.11455E+01    0.25774E-01    0.56341E-02   -0.33449E-01
  4694    0.11441E+01    0.25730E-01    0.56313E-02   -0.33379E-01
  4695    0.11427E+01    0.25688E-01    0.56286E-02   -0.33310E-01
  4696    0.11413E+01    0.25647E-01    0.56259E-02   -0.33241E-01
  4697    0.11398E+01    0.25604E-01    0.56232E-02   -0.33173E-01
  4698    0.11384E+01    0.25563E-01    0.56205E-02   -0.33104E-01
  4699    0.11370E+01    0.25521E-01    0.56177E-02   -0.33037E-01
  4700    0.11356E+01    0.25479E-01    0.56150E-02   -0.32970E-01
  4701    0.11341E+01    0.25437E-01    0.56123E-02   -0.32903E-01
  4702    0.11327E+01    0.25396E-01    0.56096E-02   -0.32837E-01
  4703    0.11313E+01    0.25354E-01    0.56069E-02   -0.32771E-01
  4704    0.11298E+01    0.25313E-01    0.56042E-02   -0.32705E-01
  4705    0.11283E+01    0.25272E-01    0.56015E-02   -0.32640E-01
  4706    0.11269E+01    0.25231E-01    0.55988E-02   -0.32575E-01
  4707    0.11254E+01    0.25191E-01    0.55961E-02   -0.32509E-01
  4708    0.11239E+01    0.25150E-01    0.55935E-02   -0.32446E-01
  4709    0.11224E+01    0.25109E-01    0.55908E-02   -0.32381E-01
  4710    0.11209E+01    0.25069E-01    0.55881E-02   -0.32318E-01
  4711    0.11194E+01    0.25027E-01    0.55854E-02   -0.32255E-01
  4712    0.11179E+01    0.24988E-01    0.55828E-02   -0.32192E-01
  4713    0.11164E+01    0.24948E-01    0.55801E-02   -0.32130E-01
  4714    0.11149E+01    0.24908E-01    0.55774E-02   -0.32068E-01
  4715    0.11134E+01    0.24868E-01    0.55748E-02   -0.32006E-01
  4716    0.11118E+01    0.24828E-01    0.55721E-02   -0.31945E-01
  4717    0.11103E+01    0.24788E-01    0.55695E-02   -0.31884E-01
  4718    0.11088E+01    0.24749E-01    0.55668E-02   -0.31823E-01
  4719    0.11073E+01    0.24709E-01    0.55641E-02   -0.31763E-01
  4720    0.11057E+01    0.24670E-01    0.55615E-02   -0.31704E-01
  4721    0.11042E+01    0.24631E-01    0.55589E-02   -0.31644E-01
  4722    0.11027E+01    0.24591E-01    0.55562E-02   -0.31585E-01
  4723    0.11011E+01    0.24553E-01    0.55536E-02   -0.31526E-01
  4724    0.10996E+01    0.24513E-01    0.55509E-02   -0.31468E-01
  4725    0.10981E+01    0.24474E-01    0.55483E-02   -0.31410E-01
  4726    0.10966E+01    0.24435E-01    0.55457E-02   -0.31352E-01
  4727    0.10951E+01    0.24397E-01    0.55430E-02   -0.31294E-01
  4728    0.10936E+01    0.24359E-01    0.55404E-02   -0.31237E-01
  4729    0.10921E+01    0.24320E-01    0.55378E-02   -0.31181E-01
  4730    0.10906E+01    0.24282E-01    0.55351E-02   -0.31124E-01
  4731    0.10891E+01    0.24243E-01    0.55325E-02   -0.31068E-01
  4732    0.10877E+01    0.24205E-01    0.55299E-02   -0.31012E-01
  4733    0.10862E+01    0.24167E-01    0.55272E-02   -0.30956E-01
  4734    0.10848E+01    0.24129E-01    0.55246E-02   -0.30901E-01
  4735    0.10833E+01    0.24091E-01    0.55220E-02   -0.30845E-01
  4736    0.10819E+01    0.24054E-01    0.55194E-02   -0.30790E-01
  4737    0.10805E+01    0.24017E-01    0.55168E-02   -0.30736E-01
  4738    0.10791E+01    0.23978E-01    0.55141E-02   -0.30681E-01
  4739    0.10777E+01    0.23941E-01    0.55115E-02   -0.30628E-01
  4740    0.10764E+01    0.23904E-01    0.55089E-02   -0.30574E-01
  4741    0.10750E+01    0.23865E-01    0.55063E-02   -0.30520E-01
  4742    0.10737E+01    0.23828E-01    0.55037E-02   -0.30467E-01
  4743    0.10723E+01    0.23791E-01    0.55010E-02   -0.30415E-01
  4744    0.10710E+01    0.23753E-01    0.54984E-02   -0.30362E-01
  4745    0.10697E+01    0.23716E-01    0.54958E-02   -0.30310E-01
  4746    0.10684E+01    0.23679E-01    0.54932E-02   -0.30258E-01
  4747    0.10671E+01    0.23641E-01    0.54906E-02   -0.30206E-01
  4748    0.10659E+01    0.23606E-01    0.54880E-02   -0.30155E-01
  4749    0.10646E+01    0.23569E-01    0.54854E-02   -0.30103E-01
  4750    0.10633E+01    0.23532E-01    0.54828E-02   -0.30052E-01
  4751    0.10621E+01    0.23496E-01    0.54802E-02   -0.30002E-01
  4752    0.10608E+01    0.23458E-01    0.54775E-02   -0.29951E-01
  4753    0.10596E+01    0.23422E-01    0.54749E-02   -0.29901E-01
  4754    0.10583E+01    0.23385E-01    0.54723E-02   -0.29851E-01
  4755    0.10571E+01    0.23349E-01    0.54697E-02   -0.29802E-01
  4756    0.10559E+01    0.23313E-01    0.54671E-02   -0.29752E-01
  4757    0.10547E+01    0.23276E-01    0.54645E-02   -0.29703E-01
  4758    0.10534E+01    0.23240E-01    0.54620E-02   -0.29654E-01
  4759    0.10522E+01    0.23204E-01    0.54594E-02   -0.29606E-01
  4760    0.10510E+01    0.23168E-01    0.54568E-02   -0.29557E-01
  4761    0.10497E+01    0.23133E-01    0.54542E-02   -0.29509E-01
  4762    0.10485E+01    0.23096E-01    0.54516E-02   -0.29461E-01
  4763    0.10473E+01    0.23061E-01    0.54490E-02   -0.29415E-01
  4764    0.10461E+01    0.23025E-01    0.54464E-02   -0.29367E-01
  4765    0.10448E+01    0.22989E-01    0.54439E-02   -0.29320E-01
  4766    0.10436E+01    0.22954E-01    0.54413E-02   -0.29273E-01
  4767    0.10423E+01    0.22918E-01    0.54387E-02   -0.29227E-01
  4768    0.10411E+01    0.22882E-01    0.54362E-02   -0.29181E-01
  4769    0.10398E+01    0.22847E-01    0.54336E-02   -0.29135E-01
  4770    0.10386E+01    0.22812E-01    0.54310E-02   -0.29090E-01
  4771    0.10373E+01    0.22777E-01    0.54285E-02   -0.29045E-01
  4772    0.10360E+01    0.22741E-01    0.54259E-02   -0.29000E-01
  4773    0.10348E+01    0.22706E-01    0.54234E-02   -0.28955E-01
  4774    0.10335E+01    0.22671E-01    0.54208E-02   -0.28910E-01
  4775    0.10322E+01    0.22636E-01    0.54183E-02   -0.28866E-01
  4776    0.10309E+01    0.22601E-01    0.54157E-02   -0.28822E-01
  4777    0.10296E+01    0.22566E-01    0.54132E-02   -0.28778E-01
  4778    0.10283E+01    0.22531E-01    0.54107E-02   -0.28734E-01
  4779    0.10271E+01    0.22496E-01    0.54081E-02   -0.28693E-01
  4780    0.10258E+01    0.22461E-01    0.54056E-02   -0.28650E-01
  4781    0.10245E+01    0.22427E-01    0.54031E-02   -0.28606E-01
  4782    0.10232E+01    0.22392E-01    0.54005E-02   -0.28562E-01
  4783    0.10219E+01    0.22358E-01    0.53980E-02   -0.28520E-01
  4784    0.10206E+01    0.22323E-01    0.53955E-02   -0.28477E-01
  4785    0.10193E+01    0.22289E-01    0.53930E-02   -0.28435E-01
  4786    0.10180E+01    0.22254E-01    0.53904E-02   -0.28393E-01
  4787    0.10167E+01    0.22220E-01    0.53879E-02   -0.28351E-01
  4788    0.10154E+01    0.22186E-01    0.53854E-02   -0.28309E-01
  4789    0.10141E+01    0.22151E-01    0.53829E-02   -0.28269E-01
  4790    0.10128E+01    0.22117E-01    0.53804E-02   -0.28227E-01
  4791    0.10116E+01    0.22083E-01    0.53779E-02   -0.28186E-01
  4792    0.10103E+01    0.22049E-01    0.53754E-02   -0.28144E-01
  4793    0.10090E+01    0.22015E-01    0.53729E-02   -0.28103E-01
  4794    0.10078E+01    0.21980E-01    0.53703E-02   -0.28063E-01
  4795    0.10065E+01    0.21945E-01    0.53678E-02   -0.28023E-01
  4796    0.10053E+01    0.21912E-01    0.53653E-02   -0.27982E-01
  4797    0.10041E+01    0.21878E-01    0.53628E-02   -0.27942E-01
  4798    0.10028E+01    0.21844E-01    0.53603E-02   -0.27904E-01
  4799    0.10016E+01    0.21810E-01    0.53578E-02   -0.27864E-01
  4800    0.10004E+01    0.21776E-01    0.53553E-02   -0.27825E-01
  4801    0.99924E+00    0.21741E-01    0.53528E-02   -0.27785E-01
  4802    0.99806E+00    0.21708E-01    0.53503E-02   -0.27746E-01
  4803    0.99690E+00    0.21674E-01    0.53478E-02   -0.27707E-01
  4804    0.99574E+00    0.21641E-01    0.53454E-02   -0.27668E-01
  4805    0.99458E+00    0.21607E-01    0.53429E-02   -0.27628E-01
  4806    0.99344E+00    0.21574E-01    0.53404E-02   -0.27589E-01
  4807    0.99231E+00    0.21540E-01    0.53379E-02   -0.27550E-01
  4808    0.99120E+00    0.21506E-01    0.53354E-02   -0.27511E-01
  4809    0.99007E+00    0.21473E-01    0.53329E-02   -0.27473E-01
  4810    0.98898E+00    0.21439E-01    0.53304E-02   -0.27434E-01
  4811    0.98787E+00    0.21405E-01    0.53279E-02   -0.27395E-01
  4812    0.98679E+00    0.21372E-01    0.53254E-02   -0.27357E-01
  4813    0.98571E+00    0.21339E-01    0.53230E-02   -0.27319E-01
  4814    0.98464E+00    0.21306E-01    0.53205E-02   -0.27280E-01
  4815    0.98357E+00    0.21273E-01    0.53180E-02   -0.27242E-01
  4816    0.98251E+00    0.21238E-01    0.53155E-02   -0.27204E-01
  4817    0.98145E+00    0.21206E-01    0.53130E-02   -0.27167E-01
  4818    0.98040E+00    0.21172E-01    0.53106E-02   -0.27129E-01
  4819    0.97933E+00    0.21139E-01    0.53081E-02   -0.27092E-01
  4820    0.97829E+00    0.21107E-01    0.53056E-02   -0.27054E-01
  4821    0.97724E+00    0.21073E-01    0.53032E-02   -0.27015E-01
  4822    0.97619E+00    0.21039E-01    0.53007E-02   -0.26979E-01
  4823    0.97514E+00    0.21007E-01    0.52982E-02   -0.26941E-01
  4824    0.97409E+00    0.20974E-01    0.52958E-02   -0.26905E-01
  4825    0.97304E+00    0.20941E-01    0.52933E-02   -0.26868E-01
  4826    0.97199E+00    0.20908E-01    0.52908E-02   -0.26829E-01
  4827    0.97093E+00    0.20875E-01    0.52884E-02   -0.26793E-01
  4828    0.96988E+00    0.20842E-01    0.52859E-02   -0.26756E-01
  4829    0.96882E+00    0.20810E-01    0.52835E-02   -0.26718E-01
