#    L    TT             EE             BB             TE          
 15637    0.22307E-01    0.24081E-03    0.21571E-03   -0.29497E-03
 15638    0.22483E-01    0.24065E-03    0.21562E-03   -0.29421E-03
 15639    0.22659E-01    0.24049E-03    0.21554E-03   -0.29345E-03
 15640    0.22835E-01    0.24033E-03    0.21545E-03   -0.29269E-03
 15641    0.23008E-01    0.24017E-03    0.21537E-03   -0.29194E-03
 15642    0.23177E-01    0.24002E-03    0.21528E-03   -0.29121E-03
 15643    0.23340E-01    0.23986E-03    0.21520E-03   -0.29049E-03
 15644    0.23495E-01    0.23971E-03    0.21511E-03   -0.28981E-03
 15645    0.23641E-01    0.23957E-03    0.21503E-03   -0.28916E-03
 15646    0.23777E-01    0.23943E-03    0.21495E-03   -0.28855E-03
 15647    0.23900E-01    0.23930E-03    0.21487E-03   -0.28798E-03
 15648    0.24010E-01    0.23917E-03    0.21479E-03   -0.28746E-03
 15649    0.24106E-01    0.23905E-03    0.21472E-03   -0.28699E-03
 15650    0.24186E-01    0.23894E-03    0.21464E-03   -0.28658E-03
 15651    0.24250E-01    0.23883E-03    0.21457E-03   -0.28623E-03
 15652    0.24297E-01    0.23874E-03    0.21450E-03   -0.28594E-03
 15653    0.24327E-01    0.23865E-03    0.21443E-03   -0.28572E-03
 15654    0.24340E-01    0.23857E-03    0.21437E-03   -0.28555E-03
 15655    0.24334E-01    0.23850E-03    0.21430E-03   -0.28546E-03
 15656    0.24310E-01    0.23844E-03    0.21424E-03   -0.28543E-03
 15657    0.24269E-01    0.23839E-03    0.21418E-03   -0.28547E-03
 15658    0.24210E-01    0.23834E-03    0.21412E-03   -0.28557E-03
 15659    0.24134E-01    0.23831E-03    0.21407E-03   -0.28573E-03
 15660    0.24042E-01    0.23828E-03    0.21401E-03   -0.28595E-03
 15661    0.23935E-01    0.23826E-03    0.21396E-03   -0.28623E-03
 15662    0.23813E-01    0.23825E-03    0.21391E-03   -0.28656E-03
 15663    0.23677E-01    0.23824E-03    0.21386E-03   -0.28695E-03
 15664    0.23530E-01    0.23824E-03    0.21382E-03   -0.28737E-03
 15665    0.23371E-01    0.23824E-03    0.21377E-03   -0.28784E-03
 15666    0.23203E-01    0.23825E-03    0.21373E-03   -0.28834E-03
 15667    0.23028E-01    0.23826E-03    0.21368E-03   -0.28887E-03
 15668    0.22846E-01    0.23827E-03    0.21364E-03   -0.28943E-03
 15669    0.22659E-01    0.23829E-03    0.21360E-03   -0.29000E-03
 15670    0.22470E-01    0.23830E-03    0.21355E-03   -0.29059E-03
 15671    0.22280E-01    0.23832E-03    0.21351E-03   -0.29118E-03
 15672    0.22090E-01    0.23834E-03    0.21347E-03   -0.29176E-03
 15673    0.21902E-01    0.23835E-03    0.21343E-03   -0.29234E-03
 15674    0.21719E-01    0.23837E-03    0.21338E-03   -0.29290E-03
 15675    0.21542E-01    0.23838E-03    0.21334E-03   -0.29345E-03
 15676    0.21372E-01    0.23838E-03    0.21330E-03   -0.29397E-03
 15677    0.21211E-01    0.23839E-03    0.21325E-03   -0.29445E-03
 15678    0.21060E-01    0.23838E-03    0.21320E-03   -0.29490E-03
 15679    0.20921E-01    0.23837E-03    0.21316E-03   -0.29530E-03
 15680    0.20796E-01    0.23836E-03    0.21311E-03   -0.29566E-03
 15681    0.20684E-01    0.23833E-03    0.21305E-03   -0.29596E-03
 15682    0.20588E-01    0.23830E-03    0.21300E-03   -0.29621E-03
 15683    0.20508E-01    0.23826E-03    0.21295E-03   -0.29640E-03
 15684    0.20445E-01    0.23822E-03    0.21289E-03   -0.29653E-03
 15685    0.20399E-01    0.23816E-03    0.21283E-03   -0.29659E-03
 15686    0.20371E-01    0.23810E-03    0.21277E-03   -0.29660E-03
 15687    0.20360E-01    0.23803E-03    0.21271E-03   -0.29653E-03
 15688    0.20368E-01    0.23794E-03    0.21264E-03   -0.29640E-03
 15689    0.20393E-01    0.23786E-03    0.21258E-03   -0.29621E-03
 15690    0.20436E-01    0.23776E-03    0.21251E-03   -0.29595E-03
 15691    0.20496E-01    0.23765E-03    0.21244E-03   -0.29562E-03
 15692    0.20572E-01    0.23754E-03    0.21236E-03   -0.29524E-03
 15693    0.20664E-01    0.23742E-03    0.21229E-03   -0.29480E-03
 15694    0.20771E-01    0.23729E-03    0.21221E-03   -0.29431E-03
 15695    0.20891E-01    0.23715E-03    0.21213E-03   -0.29376E-03
 15696    0.21023E-01    0.23701E-03    0.21205E-03   -0.29317E-03
 15697    0.21166E-01    0.23687E-03    0.21197E-03   -0.29254E-03
 15698    0.21319E-01    0.23672E-03    0.21189E-03   -0.29187E-03
 15699    0.21480E-01    0.23656E-03    0.21181E-03   -0.29118E-03
 15700    0.21648E-01    0.23641E-03    0.21172E-03   -0.29046E-03
 15701    0.21820E-01    0.23625E-03    0.21164E-03   -0.28972E-03
 15702    0.21995E-01    0.23609E-03    0.21155E-03   -0.28896E-03
 15703    0.22172E-01    0.23593E-03    0.21147E-03   -0.28821E-03
 15704    0.22348E-01    0.23577E-03    0.21139E-03   -0.28745E-03
 15705    0.22523E-01    0.23561E-03    0.21130E-03   -0.28670E-03
 15706    0.22693E-01    0.23546E-03    0.21122E-03   -0.28596E-03
 15707    0.22857E-01    0.23530E-03    0.21113E-03   -0.28524E-03
 15708    0.23015E-01    0.23515E-03    0.21105E-03   -0.28455E-03
 15709    0.23163E-01    0.23501E-03    0.21097E-03   -0.28389E-03
 15710    0.23302E-01    0.23487E-03    0.21089E-03   -0.28327E-03
 15711    0.23429E-01    0.23474E-03    0.21081E-03   -0.28269E-03
 15712    0.23543E-01    0.23461E-03    0.21074E-03   -0.28215E-03
 15713    0.23642E-01    0.23449E-03    0.21066E-03   -0.28167E-03
 15714    0.23727E-01    0.23438E-03    0.21059E-03   -0.28124E-03
 15715    0.23796E-01    0.23428E-03    0.21051E-03   -0.28086E-03
 15716    0.23848E-01    0.23418E-03    0.21044E-03   -0.28055E-03
 15717    0.23883E-01    0.23409E-03    0.21038E-03   -0.28030E-03
 15718    0.23900E-01    0.23401E-03    0.21031E-03   -0.28012E-03
 15719    0.23900E-01    0.23395E-03    0.21025E-03   -0.28000E-03
 15720    0.23882E-01    0.23388E-03    0.21019E-03   -0.27995E-03
 15721    0.23845E-01    0.23383E-03    0.21013E-03   -0.27996E-03
 15722    0.23792E-01    0.23379E-03    0.21007E-03   -0.28003E-03
 15723    0.23721E-01    0.23375E-03    0.21001E-03   -0.28017E-03
 15724    0.23634E-01    0.23372E-03    0.20996E-03   -0.28037E-03
 15725    0.23532E-01    0.23370E-03    0.20991E-03   -0.28063E-03
 15726    0.23414E-01    0.23369E-03    0.20986E-03   -0.28094E-03
 15727    0.23283E-01    0.23368E-03    0.20981E-03   -0.28130E-03
 15728    0.23140E-01    0.23368E-03    0.20976E-03   -0.28171E-03
 15729    0.22985E-01    0.23369E-03    0.20972E-03   -0.28216E-03
 15730    0.22821E-01    0.23370E-03    0.20968E-03   -0.28264E-03
 15731    0.22648E-01    0.23371E-03    0.20963E-03   -0.28316E-03
 15732    0.22469E-01    0.23372E-03    0.20959E-03   -0.28370E-03
 15733    0.22285E-01    0.23374E-03    0.20955E-03   -0.28426E-03
 15734    0.22098E-01    0.23376E-03    0.20951E-03   -0.28484E-03
 15735    0.21909E-01    0.23378E-03    0.20947E-03   -0.28542E-03
 15736    0.21720E-01    0.23380E-03    0.20942E-03   -0.28600E-03
 15737    0.21533E-01    0.23381E-03    0.20938E-03   -0.28658E-03
 15738    0.21350E-01    0.23383E-03    0.20934E-03   -0.28714E-03
 15739    0.21172E-01    0.23384E-03    0.20930E-03   -0.28769E-03
 15740    0.21001E-01    0.23385E-03    0.20925E-03   -0.28821E-03
 15741    0.20839E-01    0.23385E-03    0.20921E-03   -0.28870E-03
 15742    0.20687E-01    0.23385E-03    0.20917E-03   -0.28916E-03
 15743    0.20546E-01    0.23384E-03    0.20912E-03   -0.28957E-03
 15744    0.20418E-01    0.23383E-03    0.20907E-03   -0.28994E-03
 15745    0.20304E-01    0.23381E-03    0.20902E-03   -0.29026E-03
 15746    0.20204E-01    0.23378E-03    0.20897E-03   -0.29053E-03
 15747    0.20121E-01    0.23375E-03    0.20892E-03   -0.29074E-03
 15748    0.20054E-01    0.23370E-03    0.20886E-03   -0.29089E-03
 15749    0.20004E-01    0.23365E-03    0.20880E-03   -0.29097E-03
 15750    0.19971E-01    0.23359E-03    0.20874E-03   -0.29100E-03
 15751    0.19956E-01    0.23352E-03    0.20868E-03   -0.29096E-03
 15752    0.19959E-01    0.23344E-03    0.20862E-03   -0.29085E-03
 15753    0.19980E-01    0.23335E-03    0.20855E-03   -0.29068E-03
 15754    0.20018E-01    0.23326E-03    0.20849E-03   -0.29045E-03
 15755    0.20073E-01    0.23315E-03    0.20842E-03   -0.29016E-03
 15756    0.20144E-01    0.23304E-03    0.20835E-03   -0.28980E-03
 15757    0.20231E-01    0.23292E-03    0.20827E-03   -0.28939E-03
 15758    0.20333E-01    0.23279E-03    0.20820E-03   -0.28892E-03
 15759    0.20449E-01    0.23266E-03    0.20812E-03   -0.28840E-03
 15760    0.20577E-01    0.23252E-03    0.20804E-03   -0.28784E-03
 15761    0.20716E-01    0.23238E-03    0.20796E-03   -0.28723E-03
 15762    0.20865E-01    0.23223E-03    0.20788E-03   -0.28659E-03
 15763    0.21022E-01    0.23208E-03    0.20780E-03   -0.28591E-03
 15764    0.21186E-01    0.23192E-03    0.20772E-03   -0.28521E-03
 15765    0.21356E-01    0.23177E-03    0.20764E-03   -0.28449E-03
 15766    0.21528E-01    0.23161E-03    0.20755E-03   -0.28376E-03
 15767    0.21703E-01    0.23145E-03    0.20747E-03   -0.28301E-03
 15768    0.21877E-01    0.23129E-03    0.20739E-03   -0.28227E-03
 15769    0.22050E-01    0.23113E-03    0.20730E-03   -0.28153E-03
 15770    0.22219E-01    0.23098E-03    0.20722E-03   -0.28080E-03
 15771    0.22383E-01    0.23083E-03    0.20714E-03   -0.28009E-03
 15772    0.22540E-01    0.23068E-03    0.20706E-03   -0.27941E-03
 15773    0.22689E-01    0.23054E-03    0.20698E-03   -0.27875E-03
 15774    0.22828E-01    0.23040E-03    0.20690E-03   -0.27813E-03
 15775    0.22956E-01    0.23026E-03    0.20682E-03   -0.27754E-03
 15776    0.23071E-01    0.23014E-03    0.20675E-03   -0.27701E-03
 15777    0.23173E-01    0.23002E-03    0.20667E-03   -0.27652E-03
 15778    0.23260E-01    0.22991E-03    0.20660E-03   -0.27608E-03
 15779    0.23331E-01    0.22980E-03    0.20653E-03   -0.27570E-03
 15780    0.23387E-01    0.22971E-03    0.20646E-03   -0.27537E-03
 15781    0.23425E-01    0.22962E-03    0.20639E-03   -0.27511E-03
 15782    0.23446E-01    0.22954E-03    0.20633E-03   -0.27491E-03
 15783    0.23449E-01    0.22947E-03    0.20626E-03   -0.27478E-03
 15784    0.23435E-01    0.22941E-03    0.20620E-03   -0.27471E-03
 15785    0.23403E-01    0.22936E-03    0.20614E-03   -0.27470E-03
 15786    0.23354E-01    0.22932E-03    0.20609E-03   -0.27475E-03
 15787    0.23288E-01    0.22928E-03    0.20603E-03   -0.27487E-03
 15788    0.23206E-01    0.22925E-03    0.20598E-03   -0.27505E-03
 15789    0.23108E-01    0.22923E-03    0.20593E-03   -0.27528E-03
 15790    0.22995E-01    0.22922E-03    0.20588E-03   -0.27557E-03
 15791    0.22869E-01    0.22921E-03    0.20583E-03   -0.27591E-03
 15792    0.22730E-01    0.22921E-03    0.20578E-03   -0.27630E-03
 15793    0.22580E-01    0.22922E-03    0.20574E-03   -0.27672E-03
 15794    0.22420E-01    0.22923E-03    0.20570E-03   -0.27719E-03
 15795    0.22252E-01    0.22924E-03    0.20565E-03   -0.27768E-03
 15796    0.22077E-01    0.22926E-03    0.20561E-03   -0.27821E-03
 15797    0.21897E-01    0.22928E-03    0.20557E-03   -0.27875E-03
 15798    0.21713E-01    0.22929E-03    0.20553E-03   -0.27931E-03
 15799    0.21527E-01    0.22931E-03    0.20549E-03   -0.27987E-03
 15800    0.21342E-01    0.22933E-03    0.20545E-03   -0.28044E-03
 15801    0.21157E-01    0.22935E-03    0.20541E-03   -0.28100E-03
 15802    0.20977E-01    0.22937E-03    0.20537E-03   -0.28155E-03
 15803    0.20801E-01    0.22938E-03    0.20532E-03   -0.28209E-03
 15804    0.20632E-01    0.22939E-03    0.20528E-03   -0.28260E-03
 15805    0.20471E-01    0.22940E-03    0.20524E-03   -0.28309E-03
 15806    0.20319E-01    0.22940E-03    0.20519E-03   -0.28354E-03
 15807    0.20179E-01    0.22939E-03    0.20515E-03   -0.28395E-03
 15808    0.20051E-01    0.22938E-03    0.20510E-03   -0.28432E-03
 15809    0.19936E-01    0.22936E-03    0.20505E-03   -0.28464E-03
 15810    0.19836E-01    0.22934E-03    0.20500E-03   -0.28492E-03
 15811    0.19751E-01    0.22930E-03    0.20495E-03   -0.28513E-03
 15812    0.19682E-01    0.22926E-03    0.20490E-03   -0.28529E-03
 15813    0.19630E-01    0.22921E-03    0.20484E-03   -0.28539E-03
 15814    0.19595E-01    0.22915E-03    0.20478E-03   -0.28542E-03
 15815    0.19578E-01    0.22909E-03    0.20472E-03   -0.28540E-03
 15816    0.19578E-01    0.22901E-03    0.20466E-03   -0.28531E-03
 15817    0.19595E-01    0.22892E-03    0.20460E-03   -0.28516E-03
 15818    0.19630E-01    0.22883E-03    0.20453E-03   -0.28494E-03
 15819    0.19681E-01    0.22873E-03    0.20446E-03   -0.28467E-03
 15820    0.19749E-01    0.22862E-03    0.20439E-03   -0.28433E-03
 15821    0.19832E-01    0.22850E-03    0.20432E-03   -0.28394E-03
 15822    0.19930E-01    0.22838E-03    0.20425E-03   -0.28350E-03
 15823    0.20041E-01    0.22825E-03    0.20417E-03   -0.28300E-03
 15824    0.20165E-01    0.22811E-03    0.20410E-03   -0.28246E-03
 15825    0.20300E-01    0.22797E-03    0.20402E-03   -0.28188E-03
 15826    0.20445E-01    0.22782E-03    0.20394E-03   -0.28126E-03
 15827    0.20598E-01    0.22767E-03    0.20386E-03   -0.28061E-03
 15828    0.20758E-01    0.22752E-03    0.20378E-03   -0.27994E-03
 15829    0.20923E-01    0.22736E-03    0.20370E-03   -0.27924E-03
 15830    0.21092E-01    0.22721E-03    0.20362E-03   -0.27853E-03
 15831    0.21263E-01    0.22705E-03    0.20353E-03   -0.27781E-03
 15832    0.21434E-01    0.22689E-03    0.20345E-03   -0.27709E-03
 15833    0.21603E-01    0.22674E-03    0.20337E-03   -0.27637E-03
 15834    0.21770E-01    0.22658E-03    0.20329E-03   -0.27566E-03
 15835    0.21931E-01    0.22643E-03    0.20321E-03   -0.27497E-03
 15836    0.22086E-01    0.22629E-03    0.20313E-03   -0.27430E-03
 15837    0.22233E-01    0.22614E-03    0.20305E-03   -0.27365E-03
 15838    0.22370E-01    0.22600E-03    0.20297E-03   -0.27304E-03
 15839    0.22497E-01    0.22587E-03    0.20290E-03   -0.27247E-03
 15840    0.22611E-01    0.22575E-03    0.20282E-03   -0.27194E-03
 15841    0.22713E-01    0.22563E-03    0.20275E-03   -0.27146E-03
 15842    0.22800E-01    0.22552E-03    0.20268E-03   -0.27103E-03
 15843    0.22871E-01    0.22541E-03    0.20261E-03   -0.27065E-03
 15844    0.22927E-01    0.22532E-03    0.20254E-03   -0.27033E-03
 15845    0.22966E-01    0.22523E-03    0.20247E-03   -0.27007E-03
 15846    0.22988E-01    0.22515E-03    0.20241E-03   -0.26987E-03
 15847    0.22993E-01    0.22509E-03    0.20234E-03   -0.26973E-03
 15848    0.22981E-01    0.22502E-03    0.20228E-03   -0.26965E-03
 15849    0.22952E-01    0.22497E-03    0.20223E-03   -0.26963E-03
 15850    0.22905E-01    0.22493E-03    0.20217E-03   -0.26968E-03
 15851    0.22842E-01    0.22489E-03    0.20212E-03   -0.26978E-03
 15852    0.22763E-01    0.22487E-03    0.20206E-03   -0.26995E-03
 15853    0.22668E-01    0.22485E-03    0.20201E-03   -0.27017E-03
 15854    0.22559E-01    0.22483E-03    0.20196E-03   -0.27044E-03
 15855    0.22436E-01    0.22483E-03    0.20192E-03   -0.27076E-03
 15856    0.22302E-01    0.22483E-03    0.20187E-03   -0.27113E-03
 15857    0.22155E-01    0.22483E-03    0.20183E-03   -0.27154E-03
 15858    0.22000E-01    0.22484E-03    0.20178E-03   -0.27199E-03
 15859    0.21835E-01    0.22486E-03    0.20174E-03   -0.27246E-03
 15860    0.21664E-01    0.22487E-03    0.20170E-03   -0.27297E-03
 15861    0.21488E-01    0.22489E-03    0.20166E-03   -0.27349E-03
 15862    0.21309E-01    0.22491E-03    0.20162E-03   -0.27403E-03
 15863    0.21127E-01    0.22493E-03    0.20158E-03   -0.27457E-03
 15864    0.20945E-01    0.22496E-03    0.20154E-03   -0.27512E-03
 15865    0.20765E-01    0.22497E-03    0.20150E-03   -0.27566E-03
 15866    0.20587E-01    0.22499E-03    0.20146E-03   -0.27620E-03
 15867    0.20415E-01    0.22501E-03    0.20142E-03   -0.27672E-03
 15868    0.20249E-01    0.22502E-03    0.20138E-03   -0.27721E-03
 15869    0.20091E-01    0.22503E-03    0.20133E-03   -0.27768E-03
 15870    0.19942E-01    0.22503E-03    0.20129E-03   -0.27812E-03
 15871    0.19804E-01    0.22502E-03    0.20125E-03   -0.27852E-03
 15872    0.19678E-01    0.22501E-03    0.20120E-03   -0.27888E-03
 15873    0.19565E-01    0.22500E-03    0.20115E-03   -0.27919E-03
 15874    0.19466E-01    0.22497E-03    0.20110E-03   -0.27946E-03
 15875    0.19383E-01    0.22494E-03    0.20105E-03   -0.27967E-03
 15876    0.19315E-01    0.22490E-03    0.20100E-03   -0.27982E-03
 15877    0.19263E-01    0.22485E-03    0.20094E-03   -0.27991E-03
 15878    0.19229E-01    0.22479E-03    0.20089E-03   -0.27995E-03
 15879    0.19211E-01    0.22473E-03    0.20083E-03   -0.27993E-03
 15880    0.19211E-01    0.22465E-03    0.20077E-03   -0.27984E-03
 15881    0.19227E-01    0.22457E-03    0.20070E-03   -0.27969E-03
 15882    0.19261E-01    0.22448E-03    0.20064E-03   -0.27948E-03
 15883    0.19311E-01    0.22438E-03    0.20057E-03   -0.27922E-03
 15884    0.19377E-01    0.22427E-03    0.20050E-03   -0.27889E-03
 15885    0.19458E-01    0.22416E-03    0.20043E-03   -0.27851E-03
 15886    0.19553E-01    0.22404E-03    0.20036E-03   -0.27808E-03
 15887    0.19662E-01    0.22391E-03    0.20029E-03   -0.27760E-03
 15888    0.19783E-01    0.22377E-03    0.20021E-03   -0.27708E-03
 15889    0.19915E-01    0.22363E-03    0.20013E-03   -0.27651E-03
 15890    0.20057E-01    0.22349E-03    0.20006E-03   -0.27591E-03
 15891    0.20207E-01    0.22334E-03    0.19998E-03   -0.27528E-03
 15892    0.20363E-01    0.22319E-03    0.19990E-03   -0.27462E-03
 15893    0.20525E-01    0.22303E-03    0.19982E-03   -0.27395E-03
 15894    0.20691E-01    0.22288E-03    0.19974E-03   -0.27326E-03
 15895    0.20858E-01    0.22272E-03    0.19966E-03   -0.27256E-03
 15896    0.21025E-01    0.22257E-03    0.19958E-03   -0.27186E-03
 15897    0.21191E-01    0.22241E-03    0.19950E-03   -0.27116E-03
 15898    0.21354E-01    0.22226E-03    0.19942E-03   -0.27048E-03
 15899    0.21512E-01    0.22211E-03    0.19934E-03   -0.26981E-03
 15900    0.21664E-01    0.22197E-03    0.19926E-03   -0.26916E-03
 15901    0.21807E-01    0.22183E-03    0.19918E-03   -0.26854E-03
 15902    0.21942E-01    0.22169E-03    0.19911E-03   -0.26795E-03
 15903    0.22066E-01    0.22156E-03    0.19903E-03   -0.26740E-03
 15904    0.22178E-01    0.22143E-03    0.19896E-03   -0.26688E-03
 15905    0.22276E-01    0.22132E-03    0.19889E-03   -0.26642E-03
 15906    0.22361E-01    0.22121E-03    0.19882E-03   -0.26600E-03
 15907    0.22431E-01    0.22110E-03    0.19875E-03   -0.26564E-03
 15908    0.22485E-01    0.22101E-03    0.19868E-03   -0.26533E-03
 15909    0.22523E-01    0.22092E-03    0.19862E-03   -0.26508E-03
 15910    0.22544E-01    0.22085E-03    0.19855E-03   -0.26489E-03
 15911    0.22548E-01    0.22078E-03    0.19849E-03   -0.26476E-03
 15912    0.22535E-01    0.22072E-03    0.19843E-03   -0.26469E-03
 15913    0.22506E-01    0.22067E-03    0.19838E-03   -0.26468E-03
 15914    0.22459E-01    0.22062E-03    0.19832E-03   -0.26473E-03
 15915    0.22397E-01    0.22059E-03    0.19827E-03   -0.26483E-03
 15916    0.22318E-01    0.22056E-03    0.19822E-03   -0.26500E-03
 15917    0.22225E-01    0.22054E-03    0.19817E-03   -0.26522E-03
 15918    0.22117E-01    0.22053E-03    0.19812E-03   -0.26549E-03
 15919    0.21996E-01    0.22052E-03    0.19807E-03   -0.26580E-03
 15920    0.21863E-01    0.22052E-03    0.19803E-03   -0.26616E-03
 15921    0.21719E-01    0.22053E-03    0.19798E-03   -0.26656E-03
 15922    0.21565E-01    0.22054E-03    0.19794E-03   -0.26700E-03
 15923    0.21404E-01    0.22056E-03    0.19790E-03   -0.26747E-03
 15924    0.21236E-01    0.22057E-03    0.19786E-03   -0.26796E-03
 15925    0.21062E-01    0.22059E-03    0.19782E-03   -0.26847E-03
 15926    0.20886E-01    0.22061E-03    0.19778E-03   -0.26899E-03
 15927    0.20707E-01    0.22064E-03    0.19774E-03   -0.26952E-03
 15928    0.20529E-01    0.22066E-03    0.19770E-03   -0.27005E-03
 15929    0.20352E-01    0.22068E-03    0.19766E-03   -0.27058E-03
 15930    0.20178E-01    0.22070E-03    0.19762E-03   -0.27109E-03
 15931    0.20009E-01    0.22071E-03    0.19758E-03   -0.27159E-03
 15932    0.19846E-01    0.22072E-03    0.19754E-03   -0.27207E-03
 15933    0.19691E-01    0.22073E-03    0.19750E-03   -0.27253E-03
 15934    0.19546E-01    0.22074E-03    0.19745E-03   -0.27295E-03
 15935    0.19411E-01    0.22073E-03    0.19741E-03   -0.27333E-03
 15936    0.19289E-01    0.22072E-03    0.19736E-03   -0.27367E-03
 15937    0.19179E-01    0.22071E-03    0.19732E-03   -0.27397E-03
 15938    0.19083E-01    0.22069E-03    0.19727E-03   -0.27421E-03
 15939    0.19002E-01    0.22065E-03    0.19722E-03   -0.27441E-03
 15940    0.18937E-01    0.22062E-03    0.19717E-03   -0.27455E-03
 15941    0.18888E-01    0.22057E-03    0.19711E-03   -0.27463E-03
 15942    0.18855E-01    0.22051E-03    0.19706E-03   -0.27465E-03
 15943    0.18840E-01    0.22045E-03    0.19700E-03   -0.27462E-03
 15944    0.18841E-01    0.22038E-03    0.19694E-03   -0.27452E-03
 15945    0.18859E-01    0.22030E-03    0.19687E-03   -0.27437E-03
 15946    0.18894E-01    0.22021E-03    0.19681E-03   -0.27415E-03
 15947    0.18945E-01    0.22011E-03    0.19674E-03   -0.27388E-03
 15948    0.19011E-01    0.22000E-03    0.19668E-03   -0.27355E-03
 15949    0.19093E-01    0.21989E-03    0.19661E-03   -0.27317E-03
 15950    0.19188E-01    0.21977E-03    0.19654E-03   -0.27274E-03
 15951    0.19297E-01    0.21964E-03    0.19646E-03   -0.27226E-03
 15952    0.19418E-01    0.21951E-03    0.19639E-03   -0.27174E-03
 15953    0.19549E-01    0.21937E-03    0.19632E-03   -0.27118E-03
 15954    0.19690E-01    0.21923E-03    0.19624E-03   -0.27059E-03
 15955    0.19839E-01    0.21908E-03    0.19616E-03   -0.26997E-03
 15956    0.19994E-01    0.21893E-03    0.19608E-03   -0.26932E-03
 15957    0.20154E-01    0.21878E-03    0.19601E-03   -0.26865E-03
 15958    0.20317E-01    0.21863E-03    0.19593E-03   -0.26798E-03
 15959    0.20482E-01    0.21847E-03    0.19585E-03   -0.26729E-03
 15960    0.20648E-01    0.21832E-03    0.19577E-03   -0.26661E-03
 15961    0.20811E-01    0.21817E-03    0.19569E-03   -0.26593E-03
 15962    0.20971E-01    0.21801E-03    0.19561E-03   -0.26526E-03
 15963    0.21126E-01    0.21787E-03    0.19553E-03   -0.26461E-03
 15964    0.21275E-01    0.21772E-03    0.19546E-03   -0.26398E-03
 15965    0.21416E-01    0.21758E-03    0.19538E-03   -0.26337E-03
 15966    0.21547E-01    0.21745E-03    0.19531E-03   -0.26280E-03
 15967    0.21668E-01    0.21732E-03    0.19523E-03   -0.26227E-03
 15968    0.21777E-01    0.21719E-03    0.19516E-03   -0.26178E-03
 15969    0.21873E-01    0.21708E-03    0.19509E-03   -0.26134E-03
 15970    0.21954E-01    0.21697E-03    0.19502E-03   -0.26094E-03
 15971    0.22021E-01    0.21687E-03    0.19495E-03   -0.26060E-03
 15972    0.22072E-01    0.21677E-03    0.19489E-03   -0.26031E-03
 15973    0.22107E-01    0.21669E-03    0.19482E-03   -0.26008E-03
 15974    0.22126E-01    0.21661E-03    0.19476E-03   -0.25990E-03
 15975    0.22128E-01    0.21655E-03    0.19470E-03   -0.25979E-03
 15976    0.22113E-01    0.21649E-03    0.19464E-03   -0.25974E-03
 15977    0.22081E-01    0.21644E-03    0.19459E-03   -0.25974E-03
 15978    0.22032E-01    0.21639E-03    0.19453E-03   -0.25981E-03
 15979    0.21968E-01    0.21636E-03    0.19448E-03   -0.25993E-03
 15980    0.21888E-01    0.21633E-03    0.19443E-03   -0.26010E-03
 15981    0.21793E-01    0.21632E-03    0.19438E-03   -0.26033E-03
 15982    0.21684E-01    0.21630E-03    0.19434E-03   -0.26061E-03
 15983    0.21562E-01    0.21630E-03    0.19429E-03   -0.26094E-03
 15984    0.21429E-01    0.21630E-03    0.19425E-03   -0.26130E-03
 15985    0.21284E-01    0.21631E-03    0.19421E-03   -0.26171E-03
 15986    0.21131E-01    0.21632E-03    0.19416E-03   -0.26215E-03
 15987    0.20970E-01    0.21633E-03    0.19412E-03   -0.26261E-03
 15988    0.20802E-01    0.21635E-03    0.19408E-03   -0.26310E-03
 15989    0.20629E-01    0.21637E-03    0.19405E-03   -0.26361E-03
 15990    0.20454E-01    0.21639E-03    0.19401E-03   -0.26413E-03
 15991    0.20277E-01    0.21642E-03    0.19397E-03   -0.26465E-03
 15992    0.20099E-01    0.21644E-03    0.19393E-03   -0.26518E-03
 15993    0.19924E-01    0.21646E-03    0.19389E-03   -0.26570E-03
 15994    0.19752E-01    0.21648E-03    0.19385E-03   -0.26621E-03
 15995    0.19586E-01    0.21650E-03    0.19381E-03   -0.26670E-03
 15996    0.19425E-01    0.21651E-03    0.19377E-03   -0.26716E-03
 15997    0.19273E-01    0.21652E-03    0.19373E-03   -0.26760E-03
 15998    0.19131E-01    0.21652E-03    0.19369E-03   -0.26801E-03
 15999    0.18999E-01    0.21652E-03    0.19364E-03   -0.26838E-03
 16000    0.18879E-01    0.21651E-03    0.19360E-03   -0.26870E-03
 16001    0.18772E-01    0.21650E-03    0.19355E-03   -0.26898E-03
 16002    0.18680E-01    0.21648E-03    0.19350E-03   -0.26921E-03
 16003    0.18602E-01    0.21645E-03    0.19345E-03   -0.26939E-03
 16004    0.18540E-01    0.21641E-03    0.19340E-03   -0.26951E-03
 16005    0.18494E-01    0.21636E-03    0.19335E-03   -0.26958E-03
 16006    0.18465E-01    0.21631E-03    0.19329E-03   -0.26958E-03
 16007    0.18453E-01    0.21625E-03    0.19323E-03   -0.26953E-03
 16008    0.18457E-01    0.21618E-03    0.19318E-03   -0.26942E-03
 16009    0.18478E-01    0.21610E-03    0.19311E-03   -0.26925E-03
 16010    0.18516E-01    0.21601E-03    0.19305E-03   -0.26902E-03
 16011    0.18569E-01    0.21591E-03    0.19299E-03   -0.26873E-03
 16012    0.18639E-01    0.21581E-03    0.19292E-03   -0.26839E-03
 16013    0.18723E-01    0.21569E-03    0.19285E-03   -0.26800E-03
